Monitoring Stations,Month,Year,pH (units),Ammonia (mg/L),Nitrate (mg/L),Inorganic Phosphate (mg/L),BOD (mg/l),Dissolved Oxygen (mg/l),Total coliforms (MPN/100ml),Phytoplankton (cells/ml),Wind,Condition,Day,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip.,Date
Stn XVIII (Pagsanjan),5,2022,8.5,0.01,0.01,,5.0,8.2,28.0,58805.0,6.0,1.0,4,650.0,30.875,22.375,61.333333333333336,10.791666666666666,0.0,1006.3320833333332,0.0,2022-05-04
Stn XIX (Muntinlupa),5,2022,8.4,0.01,0.07,0.21,4.0,7.4,24.0,15264.0,6.0,1.0,4,650.0,30.875,22.375,61.333333333333336,10.791666666666666,0.0,1006.3320833333332,0.0,2022-05-04
Stn XX (GEMS),5,2022,8.2,0.01,0.02,0.13,3.0,6.7,145.0,25972.0,6.0,1.0,4,650.0,30.875,22.375,61.333333333333336,10.791666666666666,0.0,1006.3320833333332,0.0,2022-05-04
Stn XXI (Cardona),5,2022,8.5,0.01,0.02,0.16,4.0,8.0,33.0,52273.0,6.0,1.0,4,650.0,30.875,22.375,61.333333333333336,10.791666666666666,0.0,1006.3320833333332,0.0,2022-05-04
Stn XXII (Jala-jala),5,2022,8.2,0.02,0.01,0.13,3.0,7.2,43.0,20596.0,6.0,1.0,4,650.0,30.875,22.375,61.333333333333336,10.791666666666666,0.0,1006.3320833333332,0.0,2022-05-04
Stn XXIII (Lumban),5,2022,7.7,0.03,0.02,0.06,4.0,7.8,465.0,33.0,6.0,1.0,4,650.0,30.875,22.375,61.333333333333336,10.791666666666666,0.0,1006.3320833333332,0.0,2022-05-04
Stn. I (Central West Bay),6,2022,9.0,0.02,0.01,0.3,4.0,7.0,18.0,127298.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn II (East Bay),6,2022,9.0,0.02,0.01,0.1,4.0,6.4,47.0,89352.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn. IV (Central Bay),6,2022,9.1,0.01,0.01,0.25,4.0,8.6,39.0,50681.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn V (Northern West Bay),6,2022,9.0,0.03,0.01,0.4,5.0,9.0,24.0,103372.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn VIII (South Bay),6,2022,8.8,0.01,0.22,0.2,5.0,7.9,33.0,26363.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn XIII (Taytay),6,2022,9.0,0.02,0.01,0.44,5.0,8.5,19.0,234565.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn XV (San Pedro),6,2022,8.9,0.01,0.01,0.17,4.0,7.8,26.0,50241.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn.XVI (Sta Rosa),6,2022,8.9,0.01,0.01,0.2,4.0,7.2,29.0,19487.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn XVII (Sanctuary),6,2022,9.1,0.01,0.01,0.26,5.0,9.6,34.0,51386.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn XVIII (Pagsanjan),6,2022,9.2,0.02,0.01,,5.0,8.7,28.0,24665.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn XIX (Muntinlupa),6,2022,9.0,0.01,0.01,0.22,3.0,7.9,23.0,172075.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn XX (GEMS),6,2022,9.0,0.01,0.01,0.29,5.0,6.0,88.0,24532.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn XXI (Cardona),6,2022,9.4,0.02,0.01,0.24,6.0,9.3,24.0,123065.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn XXII (Jala-jala),6,2022,8.8,0.03,0.01,0.21,4.0,7.4,41.0,26992.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn XXIII (Lumban),6,2022,8.5,0.03,0.04,,5.0,8.4,285.0,45872.0,17.0,1.0,6,650.0,28.666666666666668,23.95833333333333,72.04166666666667,10.0,0.0,1004.5054166666667,0.0,2022-06-06
Stn. I (Central West Bay),7,2022,9.4,0.09,0.005,0.28,5.0,8.8,19.0,122370.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn II (East Bay),7,2022,9.3,0.13,0.005,0.13,5.0,10.4,47.0,71826.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn. IV (Central Bay),7,2022,9.4,0.04,0.005,0.33,6.0,10.6,64.0,119153.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn V (Northern West Bay),7,2022,9.3,0.08,0.005,0.42,5.0,8.0,24.0,94197.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn VIII (South Bay),7,2022,9.2,0.5,0.005,0.28,5.0,7.6,33.0,188472.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn XIII (Taytay),7,2022,9.2,0.03,0.005,0.46,8.0,7.1,24.0,70131.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn XV (San Pedro),7,2022,8.9,0.08,0.005,0.2,4.0,9.0,34.0,43336.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn.XVI (Sta Rosa),7,2022,8.3,0.11,0.005,0.21,4.0,7.6,88.0,30196.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn XVII (Sanctuary),7,2022,9.4,0.02,0.005,0.28,6.0,9.5,34.0,82653.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn XVIII (Pagsanjan),7,2022,9.2,0.02,0.005,0.02,5.0,10.6,29.0,30366.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn XIX (Muntinlupa),7,2022,8.8,0.02,0.005,0.29,4.0,8.5,18.0,103358.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn XX (GEMS),7,2022,9.1,0.06,0.005,0.39,5.0,7.1,125.0,142268.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn XXI (Cardona),7,2022,9.4,0.06,0.005,0.32,4.0,10.2,24.0,28740.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn XXII (Jala-jala),7,2022,9.3,0.02,0.005,0.29,5.0,9.4,41.0,109394.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn XXIII (Lumban),7,2022,8.5,0.04,0.005,0.03,4.0,10.2,56.0,13239.0,11.0,2.0,1,650.0,28.541666666666668,24.45833333333333,79.25,12.333333333333334,0.0,1004.3825,0.0,2022-07-01
Stn. I (Central West Bay),8,2022,7.9,0.16,0.05,0.73,4.0,5.6,44.0,119172.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn II (East Bay),8,2022,8.0,0.02,0.05,0.28,3.0,6.4,25.0,974561.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn. IV (Central Bay),8,2022,8.9,0.06,0.05,0.28,8.0,11.0,30.0,811156.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn V (Northern West Bay),8,2022,8.5,0.23,0.05,0.26,4.0,8.3,102.0,136895.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn VIII (South Bay),8,2022,8.8,0.02,0.1,0.22,3.0,8.1,29.0,36683.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn XIII (Taytay),8,2022,8.6,0.27,0.1,0.24,5.0,9.1,64.0,140191.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn XV (San Pedro),8,2022,8.2,0.38,0.1,0.28,3.0,5.4,147.0,10153.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn.XVI (Sta Rosa),8,2022,8.5,0.02,0.05,0.22,3.0,7.8,143.0,41201.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn XVII (Sanctuary),8,2022,8.7,0.02,0.05,0.24,3.0,8.2,19.0,50326.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn XVIII (Pagsanjan),8,2022,8.9,0.03,0.1,0.02,6.0,8.6,19.0,59437.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn XIX (Muntinlupa),8,2022,8.2,0.11,0.12,0.22,3.0,6.2,18.0,14725.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn XX (GEMS),8,2022,8.3,0.04,0.05,0.28,3.0,6.2,277.0,38503.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn XXI (Cardona),8,2022,8.6,0.03,0.05,0.31,4.0,9.1,24.0,102637.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn XXII (Jala-jala),8,2022,8.7,0.04,0.05,0.14,4.0,7.8,19.0,107716.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn XXIII (Lumban),8,2022,8.6,0.02,0.1,0.02,3.0,9.0,29.0,207001.0,13.0,2.0,1,645.24,27.88,25.32,86.32,8.96,0.0,1005.6512,0.0,2022-08-01
Stn. I (Central West Bay),9,2022,7.9,0.07,0.61,0.14,3.0,7.1,44.0,8613.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn II (East Bay),9,2022,8.0,0.07,0.1,0.05,2.0,8.2,39.0,37713.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn. IV (Central Bay),9,2022,7.8,0.01,0.37,0.15,2.0,6.9,40.0,22343.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn V (Northern West Bay),9,2022,8.6,0.03,0.12,0.18,2.0,10.1,166.0,11051.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn VIII (South Bay),9,2022,6.8,0.04,0.01,0.15,5.0,9.1,88.0,101799.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn XIII (Taytay),9,2022,8.1,0.29,0.05,0.2,4.0,6.9,125.0,7529.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn XV (San Pedro),9,2022,7.9,0.1,0.12,0.23,3.0,7.6,947.0,6804.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn.XVI (Sta Rosa),9,2022,8.0,0.03,0.05,0.15,3.0,7.7,595.0,5073.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn XVII (Sanctuary),9,2022,8.7,0.04,0.05,0.05,4.0,9.2,48.0,12802.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn XVIII (Pagsanjan),9,2022,8.3,0.06,0.05,0.12,3.0,9.4,37.0,44646.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn XIX (Muntinlupa),9,2022,8.5,0.07,0.05,0.18,3.0,7.8,18.0,19010.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn XX (GEMS),9,2022,7.7,0.02,0.61,0.15,2.0,5.9,882.0,1535.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn XXI (Cardona),9,2022,7.7,0.005,0.28,0.16,4.0,7.0,64.0,152925.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn XXII (Jala-jala),9,2022,8.8,0.03,0.05,0.14,3.0,8.9,24.0,30166.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn XXIII (Lumban),9,2022,8.0,0.06,0.017,0.13,3.0,8.6,87.0,24118.0,13.0,2.0,5,650.0,28.58333333333333,25.375,83.08333333333333,11.083333333333334,0.0,1005.46125,0.0,2022-09-05
Stn. I (Central West Bay),10,2022,7.5,0.03,1.0,0.13,2.0,5.8,282.0,535.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn II (East Bay),10,2022,7.6,0.02,0.2,0.09,2.0,6.8,228.0,17324.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn. IV (Central Bay),10,2022,7.7,0.005,0.58,0.15,2.0,6.3,86.0,126.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn V (Northern West Bay),10,2022,7.7,0.005,0.47,0.15,2.0,6.4,236.0,15210.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn VIII (South Bay),10,2022,8.1,0.005,0.11,0.09,2.0,7.4,91.0,33915.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn XIII (Taytay),10,2022,7.8,0.005,0.53,0.15,2.0,6.4,95.0,14392.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn XV (San Pedro),10,2022,7.9,0.07,0.21,0.14,2.0,6.2,1138.0,34242.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn.XVI (Sta Rosa),10,2022,7.7,0.005,0.05,0.1,3.0,6.8,322.0,25317.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn XVII (Sanctuary),10,2022,7.8,0.005,0.36,0.13,2.0,6.6,93.0,980.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn XVIII (Pagsanjan),10,2022,7.4,0.005,0.05,0.03,2.0,7.9,70.0,42431.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn XIX (Muntinlupa),10,2022,7.8,0.02,0.05,0.11,3.0,6.4,24.0,31010.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn XX (GEMS),10,2022,7.7,0.03,0.2,0.11,2.0,5.9,1900.0,16909.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn XXI (Cardona),10,2022,7.7,0.02,0.49,0.08,2.0,6.2,227.0,1522.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn XXII (Jala-jala),10,2022,7.6,0.005,0.31,0.09,3.0,6.4,101.0,7747.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn XXIII (Lumban),10,2022,7.6,0.005,0.05,0.04,2.0,8.1,131.0,150770.0,13.0,1.0,10,650.0,29.58333333333333,22.75,67.125,11.208333333333334,0.0,1005.96,0.0,2022-10-10
Stn. I (Central West Bay),11,2022,7.5,0.04,0.48,0.08,3.0,6.5,220.0,1931.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn II (East Bay),11,2022,7.3,0.18,0.47,0.09,2.0,6.9,359.0,2772.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn. IV (Central Bay),11,2022,,,,,,,,,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn V (Northern West Bay),11,2022,8.0,0.01,0.39,0.1,2.0,8.1,150.0,5107.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn VIII (South Bay),11,2022,7.7,0.005,0.64,0.11,1.0,7.8,255.0,2217.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn XIII (Taytay),11,2022,8.0,0.005,0.67,0.08,2.0,7.3,84.0,11523.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn XV (San Pedro),11,2022,7.4,0.005,0.76,0.02,3.0,5.7,1138.0,3253.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn.XVI (Sta Rosa),11,2022,7.6,0.02,0.64,0.13,2.0,7.2,258.0,2699.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn XVII (Sanctuary),11,2022,8.0,0.04,0.41,0.1,2.0,8.1,93.0,2420.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn XVIII (Pagsanjan),11,2022,7.0,0.01,0.38,0.08,3.0,7.2,123.0,2527.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn XIX (Muntinlupa),11,2022,7.5,0.01,1.08,0.15,3.0,6.4,40.0,2888.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn XX (GEMS),11,2022,7.6,0.01,0.54,0.1,2.0,6.3,981.0,1741.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn XXI (Cardona),11,2022,7.7,0.02,0.39,0.11,2.0,7.2,273.0,2426.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn XXII (Jala-jala),11,2022,7.6,0.05,0.46,0.1,3.0,7.0,159.0,3604.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn XXIII (Lumban),11,2022,6.9,0.03,0.37,0.07,3.0,7.1,312.0,4206.0,17.0,3.0,3,650.0,28.20833333333333,24.25,80.0,5.708333333333333,0.0,1007.70375,0.0,2022-11-03
Stn. I (Central West Bay),12,2022,7.1,0.005,0.76,0.15,2.0,6.9,220.0,576.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn II (East Bay),12,2022,7.6,0.02,0.44,0.14,2.0,7.0,329.0,3810.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn. IV (Central Bay),12,2022,7.8,0.005,0.48,0.13,2.0,7.3,320.0,1873.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn V (Northern West Bay),12,2022,7.3,0.05,0.57,0.16,1.0,7.2,95.0,1271.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn VIII (South Bay),12,2022,7.1,0.005,0.45,0.14,2.0,7.1,255.0,2946.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn XIII (Taytay),12,2022,8.0,0.005,0.54,0.14,3.0,7.8,44.0,2199.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn XV (San Pedro),12,2022,7.8,0.005,0.58,0.15,1.0,7.1,170.0,3646.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn.XVI (Sta Rosa),12,2022,7.6,0.02,0.54,0.14,2.0,6.6,62.0,2933.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn XVII (Sanctuary),12,2022,7.8,0.005,1.18,0.13,2.0,7.2,36.0,2999.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn XVIII (Pagsanjan),12,2022,7.4,0.23,0.14,0.06,3.0,7.8,147.0,2271.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn XIX (Muntinlupa),12,2022,7.7,0.02,0.59,0.14,1.0,6.7,40.0,2823.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn XX (GEMS),12,2022,7.3,0.005,0.47,0.12,1.0,6.9,1580.0,2580.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn XXI (Cardona),12,2022,7.9,0.13,0.48,0.13,1.0,7.1,252.0,3047.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn XXII (Jala-jala),12,2022,7.4,0.09,0.55,0.13,2.0,7.3,236.0,4303.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn XXIII (Lumban),12,2022,7.0,0.05,0.14,0.04,2.0,7.5,274.0,9572.0,17.0,5.0,1,650.0,28.125,23.5,77.08333333333333,8.541666666666666,0.0,1006.9208333333332,0.0,2022-12-01
Stn. I (Central West Bay),1,2023,7.7,0.029,0.654,0.171,2.0,7.8,33.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn II (East Bay),1,2023,7.8,0.005,0.636,0.155,2.0,7.8,133.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn. IV (Central Bay),1,2023,7.8,0.005,0.808,0.188,2.0,8.1,76.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn V (Northern West Bay),1,2023,7.8,0.022,0.774,0.176,3.0,7.9,90.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn VIII (South Bay),1,2023,7.8,0.016,0.576,0.149,2.0,8.1,402.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn XIII (Taytay),1,2023,7.8,0.025,0.718,0.191,3.0,8.1,97.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn XV (San Pedro),1,2023,7.8,0.025,0.678,0.178,1.0,8.1,434.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn.XVI (Sta Rosa),1,2023,7.7,0.005,0.729,0.175,2.0,7.8,220.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn XVII (Sanctuary),1,2023,7.8,0.013,0.695,0.156,2.0,7.9,49.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn XVIII (Pagsanjan),1,2023,7.2,0.015,0.05,0.052,2.0,8.0,200.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn XIX (Muntinlupa),1,2023,7.8,0.005,0.597,0.185,2.0,7.6,150.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn XX (GEMS),1,2023,7.7,0.036,0.999,0.179,2.0,7.5,1939.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn XXI (Cardona),1,2023,7.9,0.028,0.729,0.403,1.0,8.0,131.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
Stn XXII (Jala-jala),1,2023,7.8,0.036,0.557,0.142,2.0,7.9,200.0,,17.0,3.0,2,650.0,27.541666666666668,23.25,78.375,5.75,0.0,1009.5745833333334,0.0,2023-01-02
